,Part Number,Quantity,BZA,DA,W,EHM,Baumuster,BU,Family,QVV,Component Number,KG,ANZ,Grouping,Component BU,Component Family,Jan/2019,Feb/2019,Mar/2019,Apr/2019,May/2019,Jun/2019,Jul/2019,Aug/2019,Sep/2019,Oct/2019,Nov/2019,Dec/2019,sum
3146373,A 958 680 01 05,1.0,U7,,,1,C958264,Truck,Axor,QVV31310819T,Z 536.230/68,S681,1,Aggregate SAA D958870,Cabin,,2,2,3,2,2,1,3,2,2,2,2,0,23
3146374,A 958 680 01 05,1.0,U7,,,1,C958264,Truck,Axor,QVV31310828T,Z 536.230/68,S681,1,Aggregate SAA D958870,Cabin,,0,0,1,1,0,1,0,0,0,0,0,0,3
3146375,A 958 680 01 05,1.0,U7,,,1,C958264,Truck,Axor,QVV31310839T,Z 536.230/68,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,0,1,0,0,0,0,1,0,0,2
3146768,A 958 680 02 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251883T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,0,1,0,1,0,1,5
3146769,A 958 680 02 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263579T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,38,40,0,0,0,0,0,0,0,0,0,0,78
3146770,A 958 680 02 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263606T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,5,5,0,0,0,0,0,0,0,0,0,0,10
3146771,A 958 680 02 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263862T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,38,40,38,37,36,38,36,34,26,33,356
3146772,A 958 680 02 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263863T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,5,5,4,5,5,5,5,4,4,4,46
3146773,A 958 680 02 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17280163T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,2,1,2,3,5,4,4,3,3,3,1,32
3146774,A 958 680 02 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17300488T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,0,1,1,0,0,1,1,0,0,6
3146775,A 958 680 02 05,1.0,U7,,,1,C958094,Truck,Atego,QVV24281210T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,3,1,2,4,6,6,4,4,3,3,2,39
3146776,A 958 680 02 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24254298T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,1,1,1,1,1,1,1,0,8
3146777,A 958 680 02 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24254299T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,1,2,3,3,2,1,1,1,1,17
3146778,A 958 680 02 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263683T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,4,5,0,0,0,0,0,0,0,0,0,0,9
3146779,A 958 680 02 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263871T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,5,5,4,5,4,5,4,3,4,41
3146780,A 958 680 02 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263894T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,23,64,0,0,0,0,0,0,0,0,0,0,87
3146781,A 958 680 02 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263897T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,70,58,52,58,64,64,70,52,41,0,529
3146782,A 958 680 02 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263580T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,2,0,0,0,0,0,0,0,0,0,0,3
3146783,A 958 680 02 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263843T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,1,2
3146784,A 958 680 02 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263883T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,1,2,1,1,1,1,1,1,11
3146785,A 958 680 02 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17264025T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,16,17,17,17,17,17,17,17,17,17,17,17,203
3146786,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263672T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,2,3,2,3,3,3,3,2,2,3,2,28
3146787,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263763T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3146788,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263885T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,0,0,0,0,0,0,0,0,2
3146789,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263887T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,1,0,0,0,0,1,3
3146790,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263888T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,1,0,0,0,1
3146791,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263890T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,1,1,0,0,0,0,0,3
3146792,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263972T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,0,1,0,1,0,0,3
3146793,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263973T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,0,0,1,1,1,0,4
3146794,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263974T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,1,2,1,3,2,1,2,1,1,1,1,17
3146795,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263977T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,0,1,0,0,0,1,0,0,4
3146796,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263978T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,2,1,0,0,0,0,0,1,0,5
3146797,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263984T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,1,0,0,0,2
3146798,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263992T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,1,0,1,0,0,2
3146799,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264002T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,1,0,0,0,1,0,3
3146800,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264013T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3146801,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264022T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,1,0,1,0,0,1,1,0,1,8
3146802,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264027T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,1,0,0,1,0,2
3146803,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264038T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,2,3,2,2,3,2,3,2,3,3,2,0,27
3146804,A 958 680 02 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264042T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,5,6,6,6,6,6,6,6,6,6,6,6,71
3146805,A 958 680 02 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24267860T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,9,9,0,0,0,0,0,0,0,0,0,0,18
3146806,A 958 680 02 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24268024T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,9,9,9,8,9,9,8,8,6,7,82
3146807,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267884T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,2,2,0,0,0,0,0,0,0,0,0,0,4
3146808,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267959T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,17,21,18,22,22,19,22,21,22,27,20,5,236
3146809,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267960T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,3,1,2,1,3,1,1,1,3,3,2,0,21
3146810,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267962T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,5,5,6,6,7,5,6,6,7,8,6,1,68
3146811,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267965T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,4,4,5,5,6,5,6,7,4,6,7,1,60
3146812,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267967T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,4,4,4,4,4,4,4,4,4,4,4,44
3146813,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24268014T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,2,0,2,1,0,2,1,0,0,1,1,11
3146814,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24268026T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,1,0,1,1,0,1,1,1,0,9
3146815,A 958 680 02 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24268027T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,2,2,2,2,2,2,2,2,2,20
3146816,A 958 680 02 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30260189T,Z 536.230/69,S681,1,Aggregate SAA D958860,Cabin,,2,3,3,3,2,2,3,3,2,3,4,1,31
3147131,A 958 680 04 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251883T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,0,1,0,1,0,1,5
3147132,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263579T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,38,40,0,0,0,0,0,0,0,0,0,0,78
3147133,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263606T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,5,5,0,0,0,0,0,0,0,0,0,0,10
3147134,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263862T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,38,40,38,37,36,38,36,34,26,33,356
3147135,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263863T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,5,5,4,5,5,5,5,4,4,4,46
3147136,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17280163T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,2,1,2,3,5,4,4,3,3,3,1,32
3147137,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290528T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3147138,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290529T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3147139,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290539T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,0,1,0,1,0,0,1,1,6
3147140,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290565T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,1,0,1,0,0,0,2
3147141,A 958 680 04 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17300488T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,0,1,1,0,0,1,1,0,0,6
3147142,A 958 680 04 05,1.0,U7,,,1,C958094,Truck,Atego,QVV24281210T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,3,1,2,4,6,6,4,4,3,3,2,39
3147143,A 958 680 04 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24254298T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,1,1,1,1,1,1,1,0,8
3147144,A 958 680 04 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24254299T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,1,2,3,3,2,1,1,1,1,17
3147145,A 958 680 04 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191124T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,0,0,0,0,0,0,1,0,1,4
3147146,A 958 680 04 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191148T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,1,1,0,0,0,0,3
3147147,A 958 680 04 05,1.0,U7,,,1,C958136,Truck,Atego,QVV14191139T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,1,0,0,0,0,0,0,1,0,3
3147148,A 958 680 04 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263683T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,4,5,0,0,0,0,0,0,0,0,0,0,9
3147149,A 958 680 04 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263871T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,5,5,4,5,4,5,4,3,4,41
3147150,A 958 680 04 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263894T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,23,64,0,0,0,0,0,0,0,0,0,0,87
3147151,A 958 680 04 05,1.0,U7,,,1,C958152,Truck,Atego,QVV17263897T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,70,58,52,58,64,64,70,52,41,0,529
3147152,A 958 680 04 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263580T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,2,0,0,0,0,0,0,0,0,0,0,3
3147153,A 958 680 04 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263843T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,1,2
3147154,A 958 680 04 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263883T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,1,2,1,1,1,1,1,1,11
3147155,A 958 680 04 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17264025T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,16,17,17,17,17,17,17,17,17,17,17,17,203
3147156,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17193468T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,0,0,0,0,0,0,0,2
3147157,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17193665T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,2,2,1,1,1,2,2,2,2,2,2,0,19
3147158,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17193666T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,1,0,0,1,0,0,0,0,3
3147159,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17193689T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,0,0,1,0,0,0,0,0,0,3
3147160,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263672T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,2,3,2,3,3,3,3,2,2,3,2,28
3147161,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263763T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3147162,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263885T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,0,0,0,0,0,0,0,0,2
3147163,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263887T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,1,0,0,0,0,1,3
3147164,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263888T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,1,0,0,0,1
3147165,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263890T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,1,1,0,0,0,0,0,3
3147166,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263972T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,0,1,0,1,0,0,3
3147167,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263973T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,0,0,1,1,1,0,4
3147168,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263974T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,1,2,1,3,2,1,2,1,1,1,1,17
3147169,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263977T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,0,1,0,0,0,1,0,0,4
3147170,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263978T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,2,1,0,0,0,0,0,1,0,5
3147171,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263984T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,1,0,0,0,2
3147172,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17263992T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,1,0,1,0,0,2
3147173,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264002T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,1,0,0,0,1,0,3
3147174,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264013T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3147175,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264022T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,1,0,1,0,0,1,1,0,1,8
3147176,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264027T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,1,0,0,1,0,2
3147177,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264038T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,2,3,2,2,3,2,3,2,3,3,2,0,27
3147178,A 958 680 04 05,1.0,U7,,,1,C958156,Truck,Atego,QVV17264042T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,5,6,6,6,6,6,6,6,6,6,6,6,71
3147179,A 958 680 04 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24267860T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,9,9,0,0,0,0,0,0,0,0,0,0,18
3147180,A 958 680 04 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24268024T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,9,9,9,8,9,9,8,8,6,7,82
3147181,A 958 680 04 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24301495T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,0,2,0,2
3147182,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267884T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,2,2,0,0,0,0,0,0,0,0,0,0,4
3147183,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267959T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,17,21,18,22,22,19,22,21,22,27,20,5,236
3147184,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267960T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,3,1,2,1,3,1,1,1,3,3,2,0,21
3147185,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267962T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,5,5,6,6,7,5,6,6,7,8,6,1,68
3147186,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267965T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,4,4,5,5,6,5,6,7,4,6,7,1,60
3147187,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24267967T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,4,4,4,4,4,4,4,4,4,4,4,44
3147188,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24268014T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,2,0,2,1,0,2,1,0,0,1,1,11
3147189,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24268026T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,1,0,1,1,0,1,1,1,0,9
3147190,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24268027T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,2,2,2,2,2,2,2,2,2,20
3147191,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301391T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,22,24,0,0,0,0,0,0,0,0,0,0,46
3147192,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301392T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,5,5,0,0,0,0,0,0,0,0,0,0,10
3147193,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301394T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,2,0,0,0,0,0,0,0,0,0,0,3
3147194,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301454T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,0,0,0,0,0,0,0,0,0,2
3147195,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301466T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,2,7,0,0,0,0,0,0,0,0,0,0,9
3147196,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301479T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3147197,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301487T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3147198,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301492T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,4,4,0,0,0,0,0,0,0,0,0,0,8
3147199,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301502T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,7,7,7,7,7,7,7,7,7,7,70
3147200,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301503T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,23,26,27,21,29,24,26,31,24,6,237
3147201,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301504T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,8,7,6,6,5,6,7,9,6,2,62
3147202,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301507T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,0,0,0,0,0,0,2
3147203,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301508T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,0,1,0,0,1,1,0,4
3147204,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301511T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,2,2,2,2,1,1,2,2,16
3147205,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301512T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,1,0,1,0,1,0,0,5
3147206,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301513T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,1,1,1,2,1,1,0,9
3147207,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301514T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,1,1,0,0,0,0,4
3147208,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301516T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,1,0,1,0,0,0,1,0,5
3147209,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301517T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,4,5,5,4,4,5,5,6,4,1,43
3147210,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301527T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,1,0,0,0,0,2
3147211,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301537T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,4,5,0,0,0,0,0,0,0,0,0,0,9
3147212,A 958 680 04 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301543T,Z 536.230/75,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
